x,y,metric
0.6115931587066992,0.0,Speed
0.6054772271196321,0.3453841149466986,Speed
0.5993612955325651,0.487013970610188,Speed
0.5932453639454981,0.5947214812549125,Speed
0.5871294323584311,0.6847185342669987,Speed
0.581013500771364,0.7633060309204004,Speed
0.574897569184297,0.8337261699158206,Speed
0.56878163759723,0.8979113451455095,Speed
0.562665706010163,0.9571248140485423,Speed
0.5565497744230959,1.012246987680726,Speed
0.5504338428360289,1.063921062873579,Speed
0.5443179112489619,1.11263426421727,Speed
0.5382019796618949,1.158766424890024,Speed
0.5320860480748278,1.202620659139745,Speed
0.5259701164877608,1.244443594337789,Speed
0.5198541849006938,1.284439206246009,Speed
0.5137382533136268,1.322778570413986,Speed
0.5076223217265597,1.359606914388508,Speed
0.5015063901394927,1.39504883229815,Speed
0.4953904585524257,1.429212215908477,Speed
0.4892745269653588,1.462191268873526,Speed
0.4831585953782918,1.494068853077877,Speed
0.4770426637912248,1.524918339787063,Speed
0.4709267322041579,1.554805087856697,Speed
0.4648108006170909,1.583787637077692,Speed
0.4586948690300239,1.611918681137006,Speed
0.452578937442957,1.639245868086922,Speed
0.44646300585589,1.665812464368544,Speed
0.440347074268823,1.691657909847986,Speed
0.4342311426817561,1.716818285015392,Speed
0.4281152110946891,1.741326706805008,Speed
0.4219992795076221,1.765213665965034,Speed
0.4158833479205551,1.788507316222614,Speed
0.4097674163334882,1.811233723429291,Speed
0.4036514847464212,1.833417081276276,Speed
0.3975355531593542,1.85507989892178,Speed
0.3914196215722873,1.876243164890519,Speed
0.3853036899852203,1.896926490826153,Speed
0.3791877583981533,1.917148238054664,Speed
0.3730718268110864,1.936925629415811,Speed
0.3669558952240194,1.956274848414348,Speed
0.3608399636369524,1.975211127412714,Speed
0.3547240320498855,1.993748826316627,Speed
0.3486081004628185,2.011901502982734,Speed
0.3424921688757515,2.029681976393495,Speed
0.3363762372886845,2.047102383491701,Speed
0.3302603057016176,2.064174230439397,Speed
0.3241443741145506,2.080908438959075,Speed
0.3180284425274836,2.097315388324916,Speed
0.3119125109404167,2.113404953495808,Speed
0.3057965793533497,2.129186539817302,Speed
0.2996806477662827,2.144669114664727,Speed
0.2935647161792158,2.15986123635274,Speed
0.2874487845921488,2.174771080596383,Speed
0.2813328530050818,2.189406464774097,Speed
0.2752169214180148,2.203774870213362,Speed
0.2691009898309479,2.217883462693806,Speed
0.2629850582438809,2.231739111340275,Speed
0.2568691266568139,2.245348406058906,Speed
0.250753195069747,2.25871767365226,Speed
0.24463726348268,2.271852992734797,Speed
0.238521331895613,2.284760207556938,Speed
0.232405400308546,2.297444940834581,Speed
0.226289468721479,2.309912605670911,Speed
0.220173537134412,2.32216841664845,Speed
0.214057605547345,2.33421740016152,Speed
0.207941673960278,2.346064404052307,Speed
0.201825742373211,2.35771410660761,Speed
0.195709810786144,2.369171024967863,Speed
0.189593879199077,2.380439522995143,Speed
0.18347794761201,2.391523818642554,Speed
0.177362016024943,2.402427990863467,Speed
0.171246084437876,2.413155986095636,Speed
0.165130152850809,2.423711624352057,Speed
0.159014221263742,2.434098604947697,Speed
0.152898289676675,2.444320511888608,Speed
0.146782358089608,2.454380818947765,Speed
0.140666426502541,2.464282894449834,Speed
0.134550494915474,2.474030005785286,Speed
0.128434563328407,2.483625323672557,Speed
0.12231863174134,2.493071926185443,Speed
0.116202700154273,2.502372802561573,Speed
0.110086768567206,2.511530856806488,Speed
0.103970836980139,2.520548911106788,Speed
0.09785490539307204,2.529429709064718,Speed
0.09173897380600504,2.538175918765633,Speed
0.08562304221893804,2.54679013568895,Speed
0.07950711063187105,2.555274885472353,Speed
0.07339117904480405,2.563632626538341,Speed
0.06727524745773705,2.57186575259153,Speed
0.06115931587067006,2.579976594994515,Speed
0.05504338428360307,2.58796742502954,Speed
0.04892745269653608,2.595840456052737,Speed
0.04281152110946909,2.603597845547176,Speed
0.0366955895224021,2.611241697080607,Speed
0.03057965793533511,2.618774062173302,Speed
0.02446372634826812,2.626196942081103,Speed
0.01834779476120113,2.633512289498396,Speed
0.01223186317413414,2.640722010185453,Speed
0.006115931587067146,2.64782796452427,Speed
0.0,2.654831969006777,Speed
0.6115931587066992,0.0,KineticEnergy
0.6054772271196321,0.02982254671437859,KineticEnergy
0.5993612955325651,0.05929565189237526,KineticEnergy
0.5932453639454981,0.08842341006650932,KineticEnergy
0.5871294323584311,0.1172098677921868,KineticEnergy
0.581013500771364,0.1456590242098638,KineticEnergy
0.574897569184297,0.1737748316006259,KineticEnergy
0.56878163759723,0.2015611959352546,KineticEnergy
0.562665706010163,0.2290219774168642,KineticEnergy
0.5565497744230959,0.256160991017176,KineticEnergy
0.5504338428360289,0.2829820070065117,KineticEnergy
0.5443179112489619,0.3094887514775763,KineticEnergy
0.5382019796618949,0.3356849068631018,KineticEnergy
0.5320860480748278,0.3615741124474284,KineticEnergy
0.5259701164877608,0.3871599648720888,KineticEnergy
0.5198541849006938,0.4124460186354695,KineticEnergy
0.5137382533136268,0.4374357865866172,KineticEnergy
0.5076223217265597,0.4621327404132599,KineticEnergy
0.5015063901394927,0.4865403111241079,KineticEnergy
0.4953904585524257,0.5106618895255046,KineticEnergy
0.4892745269653588,0.534500826692493,KineticEnergy
0.4831585953782918,0.5580604344343609,KineticEnergy
0.4770426637912248,0.5813439857547329,KineticEnergy
0.4709267322041579,0.6043547153062681,KineticEnergy
0.4648108006170909,0.6270958198400347,KineticEnergy
0.4586948690300239,0.6495704586496162,KineticEnergy
0.452578937442957,0.6717817540100118,KineticEnergy
0.44646300585589,0.6937327916114001,KineticEnergy
0.440347074268823,0.7154266209878145,KineticEnergy
0.4342311426817561,0.7368662559407977,KineticEnergy
0.4281152110946891,0.7580546749580933,KineticEnergy
0.4219992795076221,0.7789948216274291,KineticEnergy
0.4158833479205551,0.7996896050454544,KineticEnergy
0.4097674163334882,0.8201419002218835,KineticEnergy
0.4036514847464212,0.8403545484789048,KineticEnergy
0.3975355531593542,0.8603303578459102,KineticEnergy
0.3914196215722873,0.8800721034495975,KineticEnergy
0.3853036899852203,0.8995825278995053,KineticEnergy
0.3791877583981533,0.9188643416690261,KineticEnergy
0.3730718268110864,0.9379202234719585,KineticEnergy
0.3669558952240194,0.9567528206346451,KineticEnergy
0.3608399636369524,0.9753647494637508,KineticEnergy
0.3547240320498855,0.9937585956097319,KineticEnergy
0.3486081004628185,1.011936914426046,KineticEnergy
0.3424921688757515,1.029902231324151,KineticEnergy
0.3363762372886845,1.047657042124351,KineticEnergy
0.3302603057016176,1.06520381340252,KineticEnergy
0.3241443741145506,1.082544982832774,KineticEnergy
0.3180284425274836,1.099682959526123,KineticEnergy
0.3119125109404167,1.116620124365154,KineticEnergy
0.3057965793533497,1.133358830334794,KineticEnergy
0.2996806477662827,1.149901402849196,KineticEnergy
0.2935647161792158,1.166250140074797,KineticEnergy
0.2874487845921488,1.18240731324959,KineticEnergy
0.2813328530050818,1.198375166998652,KineticEnergy
0.2752169214180148,1.21415591964598,KineticEnergy
0.2691009898309479,1.229751763522666,KineticEnergy
0.2629850582438809,1.245164865271471,KineticEnergy
0.2568691266568139,1.260397366147817,KineticEnergy
0.250753195069747,1.275451382317269,KineticEnergy
0.24463726348268,1.290329005149514,KineticEnergy
0.238521331895613,1.305032301508905,KineticEnergy
0.232405400308546,1.319563314041603,KineticEnergy
0.226289468721479,1.333924061459344,KineticEnergy
0.220173537134412,1.348116538819893,KineticEnergy
0.214057605547345,1.362142717804202,KineticEnergy
0.207941673960278,1.376004546990326,KineticEnergy
0.201825742373211,1.38970395212413,KineticEnergy
